record_id,image_path,category,quality_score,issue_flags
8c107a0eacaa5ee6,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000001.jpg,t-shirt,71,low_resolution
cf2e8ad1eac21f02,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000002.jpg,t-shirt,71,low_resolution
cfda6abb56e3d173,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000003.jpg,t-shirt,71,low_resolution
dd3c041ce0c34908,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000007.jpg,t-shirt,71,low_resolution
8672cd0469aedb5d,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000008.jpg,t-shirt,71,low_resolution
0dd25410e6dbcfd1,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000009.jpg,t-shirt,71,low_resolution
59f717c546c6c39b,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000010.jpg,t-shirt,71,low_resolution
d00d3fb0c5d1ad09,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000011.jpg,t-shirt,71,low_resolution
d6bdb5560678a0ee,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000012.jpg,t-shirt,71,low_resolution
64b28df52ddcdca9,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000013.jpg,t-shirt,71,low_resolution
e46c7715cd694a04,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000014.jpg,t-shirt,71,low_resolution
f715a3e89f5f197c,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000015.jpg,t-shirt,71,low_resolution
fafd41f5ee1f4c8f,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000016.jpg,t-shirt,71,low_resolution
1a73f553f2c7a99d,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000017.jpg,t-shirt,71,low_resolution
b0f2cb064253a332,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000018.jpg,t-shirt,71,low_resolution
9c7f502c7774b880,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000019.jpg,t-shirt,71,low_resolution
920b4b94140c3eee,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000020.jpg,t-shirt,71,low_resolution
f0d554221afdd62b,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000021.jpg,t-shirt,71,low_resolution
17d587e59ce0d22c,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000022.jpg,t-shirt,71,low_resolution
97c705049f969cbd,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000023.jpg,t-shirt,71,low_resolution
eb62e7049c7cf962,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000024.jpg,t-shirt,71,low_resolution
b782898e6449c564,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000025.jpg,t-shirt,71,low_resolution
f020e759394358ad,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000026.jpg,t-shirt,71,low_resolution
ea7dcf3c55c1aa0b,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000027.jpg,t-shirt,71,low_resolution
fbfc5c6a974ead72,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000029.jpg,t-shirt,71,low_resolution
75d0f4fa82cb3d1b,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000030.jpg,t-shirt,71,low_resolution
71af5e524c38b1bc,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000031.jpg,t-shirt,71,low_resolution
9e01cd6495edf557,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000032.jpg,t-shirt,71,low_resolution
fed685dc67c18711,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000033.jpg,t-shirt,71,low_resolution
e8a795d3c030b9f4,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000034.jpg,t-shirt,71,low_resolution
a666133a7fcbb06b,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000035.jpg,t-shirt,71,low_resolution
578bbe4cf6867860,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000036.jpg,t-shirt,71,low_resolution
09835ec447ccd502,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000037.jpg,t-shirt,71,low_resolution
f940403f0b3a17f1,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000038.jpg,t-shirt,71,low_resolution
a8cc2a947fcfadbe,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000039.jpg,t-shirt,71,low_resolution
58b2393dbd3bc8d6,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000040.jpg,t-shirt,71,low_resolution
1d9ea9d42d510725,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000041.jpg,t-shirt,71,low_resolution
e3a30a52577df094,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000042.jpg,t-shirt,71,low_resolution
2e007de92f5d7921,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000043.jpg,t-shirt,71,low_resolution
70dbc2b22ae59c9d,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000045.jpg,t-shirt,71,low_resolution
cfdb625afb4e8370,data/raw/deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000047.jpg,t-shirt,71,low_resolution
c19c8f039a9a903b,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000001.jpg,top,73,low_resolution
4835ca185461b920,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000002.jpg,top,73,low_resolution
ba3ab65fcdd9729c,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000004.jpg,top,73,low_resolution
da30c26bd1416915,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000006.jpg,top,73,low_resolution
5dc4e20b11b5dd20,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000007.jpg,top,73,low_resolution
3eb0b18b0ff915bf,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000009.jpg,top,73,low_resolution
47abb6820b1ec7eb,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000010.jpg,top,73,low_resolution
503228cc6f765d1f,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000011.jpg,top,73,low_resolution
1220f95c7fcc19c2,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000013.jpg,top,73,low_resolution
85ce92a3fe8dae0d,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000014.jpg,top,73,low_resolution
a9da640c59dd7efd,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000015.jpg,top,73,low_resolution
37fc833daa3303e5,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000018.jpg,top,73,low_resolution
f54e86c467f59f03,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000019.jpg,top,73,low_resolution
748f869c74e9e9c5,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000020.jpg,top,73,low_resolution
b40e0ba2690c1671,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000022.jpg,top,73,low_resolution
63d919824acb2d45,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000023.jpg,top,73,low_resolution
c040b5289f8de167,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000024.jpg,top,73,low_resolution
50acbc3cf319afac,data/raw/deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000025.jpg,top,73,low_resolution
